Supplier_ID,Business_Name,Owner_Name,Country,City,Address,Phone,Email,Website,Category,Main_Products,Business_Type,Year_Established,Employees,Annual_Export_Volume_USD,Min_Order_Quantity,Export_Markets,Certifications,Rating,Payment_Terms,Lead_Time_Days
SUP006171,Sunrise Beverages Co. Ltd,bagjiyeong,South Korea,Busan,"741 Commercial Street, Busan, South Korea",+82-34087-47836,sales@sunrisebeveragescolt.kr,www.sunrisebeveragescolt.com,Beverages,"Energy Drinks, Bottled Water, Fruit Juices, Coffee Concentrates",Sole Proprietor Exporter,2010,918,677184,1560 boxes,"Sub-Saharan Africa, CIS Countries, South America, Eastern Europe",GMP Certified,4.6,Net 60 Days,27
SUP006172,Universal MachineTech Exports,Tracy Johnston,Sri Lanka,Kandy,"231 Industrial Area, Kandy, Sri Lanka",+94-4561-72431,tracy@yahoo.com,www.universalmachinetech.com,Machinery & Industrial Equipment,"Packaging Machines, Industrial Pumps, Conveyor Belts",Wholesaler,1976,24,3002295,233 pieces,"North America, Middle East, Sub-Saharan Africa","WRAP Certified, CE Certified",4.1,"30% Advance, 70% on Delivery",90
SUP006173,Decor Enterprises Ltd,Jeremy Bell,Ireland,Cork,"207 Industrial Area, Cork, Ireland",+353-3585-03700,sales@decorenterprisesltd.ie,www.decorenterprisesltd.ie,Handicrafts & Home Decor,"Candle Holders, Ceramic Pottery, Brass Statues, Wooden Furniture, Decorative Mirrors",Manufacturer,2007,240,183414,2625 kg,"North Africa, South America, Oceania","GMP Certified, ISO 9001, RoHS Compliant",3.2,Telegraphic Transfer (T/T),25
SUP006174,Cape Town Marine Exports Pty Ltd,Charles Gomez,South Africa,Cape Town,"926 Free Zone, Cape Town, South Africa",+27-6093-99559,export@capetownmarineexport.za,www.capetownmarineexport.com,Seafood & Marine Products,"Lobster, Fish Fillets, Frozen Shrimp",Manufacturer & Exporter,1993,22,51161,4088 pieces,"Oceania, East Asia, South America, CIS Countries","ISO 14001, ISO 9001",3.1,100% Advance,63
SUP006175,Mansilla Life Sciences S.R.L.,Camila Romero,Argentina,Cordoba,"667 Free Zone, Cordoba, Argentina",+54-69751-65805,camila@yahoo.com,www.mansillalifesciences.com,Pharmaceuticals & Healthcare,"First Aid Kits, Nutritional Supplements, Syringes, Generic Medicines, Ayurvedic Products",Manufacturer,2006,85,26526,2809 tons,"South Asia, Western Europe, Eastern Europe",WRAP Certified,4.9,Net 30 Days,27
SUP006176,Berlin Farms GmbH,Robby Hartmann,Germany,Hamburg,"55 Commercial Street, Hamburg, Germany",+49-88728-16781,robby101@gmail.com,www.berlinfarmsgmbh.com,Agriculture & Food Products,"Honey, Pulses & Lentils, Frozen Vegetables, Cashew Nuts, Coffee Beans",Distributor,1981,20,35994,2878 sets,"South Asia, South America, CIS Countries, North America",GMP Certified,4.9,Letter of Credit (L/C),59
SUP006177,Global Grains Corp.,Crystal Smith,United States,Los Angeles,"945 Industrial Area, Los Angeles, United States",+1-69079-43607,crystal.smith@hotmail.com,www.globalgrainscorp.com,Agriculture & Food Products,"Cashew Nuts, Sugar, Basmati Rice",Sole Proprietor Exporter,2014,23,82794589,4775 tons,"Sub-Saharan Africa, North Africa",ISO 9001,4.5,Net 60 Days,11
SUP006178,Apex Heritage Crafts Group,Donna Hopkins,United Kingdom,Manchester,"767 Commercial Street, Manchester, United Kingdom",+44-38915-42288,donna@gmail.com,www.apexheritagecraftsgr.com,Handicrafts & Home Decor,"Handwoven Carpets, Wicker Baskets, Decorative Mirrors, Candle Holders, Ceramic Pottery",Wholesaler,1992,1018,7731452,2215 tons,"CIS Countries, Western Europe, South America",CE Certified,3.3,100% Advance,44
SUP006179,Lyon Handicrafts S.A.R.L.,Susanne-Suzanne Louis,France,Marseille,"587 Market Road, Marseille, France",+33-3863-28183,louis@hotmail.com,www.lyonhandicraftssarl.fr,Handicrafts & Home Decor,"Wall Hangings, Decorative Mirrors, Ceramic Pottery, Wicker Baskets, Candle Holders",Distributor,2010,1843,1269974,2996 sets,"East Asia, Southeast Asia, Middle East, Eastern Europe","Fair Trade Certified, BRC Certified",3.1,"30% Advance, 70% on Delivery",24
SUP006180,Sunrise TechWorks Co. Ltd,Xie Gui Lan,Taiwan,Kaohsiung,"639 Trade Center, Kaohsiung, Taiwan",+886-0658-92103,xie@gmail.com,www.sunrisetechworkscolt.com,Electronics & Electrical,"Smart Switches, LED Lights, Solar Panels",Manufacturer & Exporter,1981,21,27951232,2318 tons,"Oceania, South America","GMP Certified, CE Certified, RoHS Compliant",4.7,Cash Against Documents (CAD),34
SUP006181,Kraus Toys a.s.,Kveta Peskova,Czech Republic,Brno,"452 Export Zone, Brno, Czech Republic",+420-0402-75602,kveta.peskova@hotmail.com,www.kraustoysas.com,Toys & Games,"Board Games, Building Blocks, Puzzle Sets",Distributor,1976,24,3266403,145 boxes,"North Africa, Southeast Asia, CIS Countries","HACCP, BRC Certified",3.3,Cash Against Documents (CAD),66
SUP006182,AutoTech Enterprises Group,Diana Mancini,Italy,Turin,"135 Trade Center, Turin, Italy",+39-50498-23610,diana@yahoo.com,www.autotechenterprisesg.com,Automotive Parts,"Car Batteries, Headlights, Filters",Manufacturer & Exporter,1989,13,4971062,1082 boxes,"South America, Oceania, CIS Countries, Western Europe","GMP Certified, Halal Certified",3.0,Open Account,65
SUP006183,Kuwait City Gems Trading Co,Zachary Moody,Kuwait,Kuwait City,"997 Trade Center, Kuwait City, Kuwait",+965-8839-7696,zachary.moody@gmail.com,www.kuwaitcitygemstradin.com,Jewelry & Gemstones,"Gold Jewelry, Gemstone Beads, Anklets, Diamond Rings, Silver Ornaments",Trading Company,2019,96,89191683,1418 sets,"Middle East, Eastern Europe, Oceania","RoHS Compliant, WRAP Certified",4.4,Telegraphic Transfer (T/T),77
SUP006184,Aarhus Decor A/S,Holger Ravn,Denmark,Copenhagen,"521 Free Zone, Copenhagen, Denmark",+45-0648-0906,enquiry@aarhusdecoras.com,www.aarhusdecoras.dk,Handicrafts & Home Decor,"Decorative Mirrors, Ceramic Pottery, Candle Holders, Wooden Furniture",Sole Proprietor Exporter,2014,464,3267176,417 kg,"Oceania, Middle East, East Asia, CIS Countries",WRAP Certified,4.5,Cash Against Documents (CAD),53
SUP006185,Universal TechWorks S.A.,Tomas Ojeda,Argentina,Cordoba,"523 Trade Center, Cordoba, Argentina",+54-27880-90379,info@universaltechworkssa.com,www.universaltechworkssa.com.ar,Electronics & Electrical,"Inverters, Surveillance Cameras, Home Appliances, LED Lights",Sole Proprietor Exporter,2014,827,603232,3072 kg,"Sub-Saharan Africa, South America","ISO 14001, OEKO-TEX, ISO 22000",3.7,Cash Against Documents (CAD),6
SUP006186,Pharma Enterprises Group,Valerie Marchand,France,Marseille,"207 Commercial Street, Marseille, France",+33-3563-07009,valerie@outlook.com,www.pharmaenterprisesgro.fr,Pharmaceuticals & Healthcare,"First Aid Kits, Nutritional Supplements, Surgical Masks, Generic Medicines",Manufacturer & Exporter,2003,314,353886,3655 sets,"South Asia, Middle East, Oceania, North America","OEKO-TEX, RoHS Compliant",4.3,"30% Advance, 70% on Delivery",7
SUP006187,Bui Ornaments JSC,Van Nguyen,Vietnam,Hai Phong,"860 Main Road, Hai Phong, Vietnam",+84-0681-74356,enquiry@buiornamentsjsc.vn,www.buiornamentsjsc.vn,Jewelry & Gemstones,"Silver Ornaments, Diamond Rings, Precious Stones, Fashion Jewelry, Gemstone Beads",Distributor,1996,186,4790181,4471 tons,"Oceania, South America","BRC Certified, HACCP, GMP Certified",4.5,Net 60 Days,21
SUP006188,Crown Petrochem Inc,Clayton Bennett,Philippines,Manila,"608 Trade Center, Manila, Philippines",+63-14278-03338,enquiry@crownpetrocheminc.ph,www.crownpetrocheminc.ph,Chemicals & Petrochemicals,"Plastic Resins, Fertilizers, Solvents",Manufacturer,1993,603,6080952,1103 sets,"North America, Southeast Asia, South Asia","ISO 22000, GMP Certified, FSSAI",4.0,Net 60 Days,39
SUP006189,Minerals Worldwide Ltd,Sonya Boyd,Tanzania,Dar es Salaam,"518 Industrial Area, Dar es Salaam, Tanzania",+255-1170-88689,contact@mineralsworldwideltd.tz,www.mineralsworldwideltd.com,Metals & Minerals,"Steel Sheets, Stainless Steel Pipes, Copper Wires, Brass Fittings, Iron Ore",Sole Proprietor Exporter,1985,143,65176133,2952 kg,"Western Europe, Eastern Europe, Southeast Asia, Oceania","ISO 22000, SEDEX",3.6,"30% Advance, 70% on Delivery",11
SUP006190,Dubai Pharma General Trading,Christopher Williams,UAE,Abu Dhabi,"964 Export Zone, Abu Dhabi, UAE",+971-7456-27579,sales@dubaipharmageneraltr.com,www.dubaipharmageneraltr.com,Pharmaceuticals & Healthcare,"Ayurvedic Products, Medical Devices, First Aid Kits, Generic Medicines, Surgical Masks",Manufacturer,2001,124,50379137,2429 units,"Middle East, CIS Countries, Oceania, South Asia",RoHS Compliant,4.5,Cash Against Documents (CAD),75
SUP006191,Seoul Cotton Mills Co. Ltd,bagjunhyeog,South Korea,Incheon,"842 Commercial Street, Incheon, South Korea",+82-44951-24857,bagjunhyeog166@outlook.com,www.seoulcottonmillscolt.com,Textiles & Apparel,"Denim Jeans, Woolen Sweaters, Bath Towels, Silk Sarees",Manufacturer & Exporter,2012,675,6627889,4270 kg,"Sub-Saharan Africa, Eastern Europe, East Asia, South America","Halal Certified, WRAP Certified, BRC Certified",3.8,Telegraphic Transfer (T/T),8
SUP006192,Barcelona Chemicals Group,Malena Villar Ibanez,Spain,Barcelona,"477 Trade Center, Barcelona, Spain",+34-5590-21973,enquiry@barcelonachemicalsgr.es,www.barcelonachemicalsgr.com,Chemicals & Petrochemicals,"Industrial Chemicals, Lubricants, Textile Dyes",Trading Company,2022,72,214132,4716 units,"Southeast Asia, Sub-Saharan Africa, Middle East","FSSAI, Halal Certified, ISO 14001",3.8,Cash Against Documents (CAD),42
SUP006193,Sbarbaro Seafoods S.r.l.,Agnolo Travia-Argurio,Italy,Naples,"844 Export Zone, Naples, Italy",+39-52673-00791,info@sbarbaroseafoodssrl.com,www.sbarbaroseafoodssrl.com,Seafood & Marine Products,"Squid, Lobster, Crab Meat, Fish Fillets, Frozen Shrimp",Wholesaler,1993,4922,67530,4303 tons,"South Asia, North America, Sub-Saharan Africa",Halal Certified,3.9,Open Account,15
SUP006194,Taylor Beverages Trading,Andrew Mcclain,Ethiopia,Addis Ababa,"78 Export Zone, Addis Ababa, Ethiopia",+251-8513-21688,andrew@gmail.com,www.taylorbeveragestradi.com,Beverages,"Soft Drinks, Fruit Juices, Energy Drinks, Herbal Teas, Bottled Water",Sole Proprietor Exporter,1982,2467,2274390,2116 sets,"Middle East, Sub-Saharan Africa, Western Europe, North America","OEKO-TEX, Halal Certified, RoHS Compliant",3.1,"30% Advance, 70% on Delivery",87
SUP006195,Sunrise Tanners Ltda.,Nicolas Martins,Brazil,Rio de Janeiro,"853 Main Road, Rio de Janeiro, Brazil",+55-92987-645551,nicolas.martins@outlook.com,www.sunrisetannersltda.com.br,Leather Goods,"Belts, Travel Bags, Leather Upholstery, Leather Gloves",Trading Company,1981,4058,99544706,427 kg,"Eastern Europe, East Asia","SEDEX, WRAP Certified",4.8,Open Account,27
SUP006196,Prime Stone Works Group,Joe Bowers,Singapore,Singapore,"942 Trade Center, Singapore, Singapore",+65-6902-1498,joe@outlook.com,www.primestoneworksgroup.sg,Construction Materials,"Ceramic Tiles, Granite Stones, Sanitaryware",Distributor,1976,148,272336,1640 sets,"South America, Sub-Saharan Africa, CIS Countries","WRAP Certified, RoHS Compliant",4.9,Net 30 Days,56
SUP006197,Kuwait City Tanners Trading Co,Howard Dennis,Kuwait,Kuwait City,"329 Industrial Area, Kuwait City, Kuwait",+965-4414-5434,export@kuwaitcitytannerstra.com,www.kuwaitcitytannerstra.com,Leather Goods,"Leather Shoes, Wallets, Belts, Leather Bags",Wholesaler,1975,885,697997,2622 pieces,"North Africa, North America","Fair Trade Certified, ISO 9001, Halal Certified",4.0,Open Account,77
SUP006198,Halder Cosmetics Exports,Chavvi Badami,India,Delhi,"692 Trade Center, Delhi, India",+91-78684-31050,chavvi.badami@yahoo.com,www.haldercosmeticsexpor.com,Cosmetics & Personal Care,"Cosmetic Kits, Essential Oils, Herbal Soaps, Haircare Products, Skincare Products",Manufacturer,2021,2883,366683,3576 pieces,"South Asia, Eastern Europe, Western Europe, Oceania","OEKO-TEX, SEDEX",4.1,Open Account,44
SUP006199,Addis Ababa Hides Trading,Mark Beck,Ethiopia,Addis Ababa,"678 Market Road, Addis Ababa, Ethiopia",+251-1711-93638,enquiry@addisababahidestradi.et,www.addisababahidestradi.com,Leather Goods,"Leather Bags, Belts, Leather Gloves",Distributor,2013,26,79172239,4989 kg,"North America, CIS Countries, East Asia",SEDEX,4.2,100% Advance,9
SUP006200,Motors International Ltd,Devon Lloyd,Bangladesh,Gazipur,"201 Business Park, Gazipur, Bangladesh",+880-81550-11417,devon474@outlook.com,www.motorsinternationall.bd,Automotive Parts,"Car Batteries, Engine Components, Brake Pads, Tires",Distributor,1998,88,83965,1639 pieces,"North America, North Africa, Middle East","ISO 22000, ISO 9001",4.0,Net 30 Days,20
SUP006201,Star Marine Exports JSC,Co Duong Pham,Vietnam,Hai Phong,"424 Trade Center, Hai Phong, Vietnam",+84-1835-62265,info@starmarineexportsjsc.com,www.starmarineexportsjsc.com,Seafood & Marine Products,"Lobster, Crab Meat, Frozen Shrimp, Fish Meal, Fish Fillets",Distributor,1999,88,3939343,3473 pieces,"Sub-Saharan Africa, CIS Countries",ISO 14001,5.0,Net 30 Days,5
SUP006202,Flores Hides Trading,Connie Wheeler,Malaysia,Kuala Lumpur,"590 Commercial Street, Kuala Lumpur, Malaysia",+60-7747-81226,info@floreshidestrading.com,www.floreshidestrading.my,Leather Goods,"Leather Shoes, Wallets, Belts, Leather Gloves, Leather Bags",Trading Company,2000,174,57040731,2601 units,"North America, Middle East","ISO 9001, CE Certified, ISO 22000",3.9,Net 30 Days,86
SUP006203,Saint Petersburg Metals LLC,Amos Fedos'evich Kopylov,Russia,Moscow,"590 Main Road, Moscow, Russia",+7-93548-59846,enquiry@saintpetersburgmetal.com,www.saintpetersburgmetal.com,Metals & Minerals,"Stainless Steel Pipes, Brass Fittings, Steel Sheets, Iron Ore",Manufacturer & Exporter,1984,91,811713,3527 tons,"Sub-Saharan Africa, South Asia, Southeast Asia, CIS Countries","WRAP Certified, FSSAI, BRC Certified",3.6,Telegraphic Transfer (T/T),30
SUP006204,Prime Ocean Foods S.A.S.,Vilma Pallares Huerta,Colombia,Bogota,"835 Export Zone, Bogota, Colombia",+57-05151-53052,enquiry@primeoceanfoodssas.co,www.primeoceanfoodssas.co,Seafood & Marine Products,"Lobster, Fish Meal, Fish Fillets, Crab Meat, Squid",Manufacturer & Exporter,1999,108,51394119,4940 tons,"Western Europe, Oceania","WRAP Certified, ISO 22000, HACCP",3.2,Telegraphic Transfer (T/T),39
SUP006205,Doha Construction Trading Co,Matthew White,Qatar,Doha,"663 Trade Center, Doha, Qatar",+974-8703-7054,matthew965@outlook.com,www.dohaconstructiontrad.com,Construction Materials,"Steel Bars, Roofing Sheets, Cement",Sole Proprietor Exporter,1981,521,4949033,4698 tons,"North Africa, Oceania, North America","Halal Certified, Organic Certified, ISO 14001",3.5,100% Advance,14
SUP006206,Amsterdam Paper Mills B.V.,Lena Zijlmans,Netherlands,Amsterdam,"747 Market Road, Amsterdam, Netherlands",+31-5034-42249,contact@amsterdampapermillsb.com,www.amsterdampapermillsb.com,Paper & Packaging,"Cardboard Sheets, Corrugated Boxes, Notebooks",Sole Proprietor Exporter,2017,121,39614,1332 tons,"Eastern Europe, South Asia, Western Europe","ISO 9001, HACCP, RoHS Compliant",3.3,Net 60 Days,58
SUP006207,Motors Enterprises Industries,Zansi Devi,India,Surat,"658 Main Road, Surat, India",+91-74199-94697,contact@motorsenterprisesind.com,www.motorsenterprisesind.com,Automotive Parts,"Tires, Car Batteries, Suspension Parts",Manufacturer,1997,4464,1903617,26 kg,"East Asia, Middle East, North America","Fair Trade Certified, RoHS Compliant, BRC Certified",4.0,Telegraphic Transfer (T/T),75
SUP006208,Universal Infra Materials PLC,Miss Harriet Williams,United Kingdom,Leeds,"435 Export Zone, Leeds, United Kingdom",+44-54037-98195,miss@yahoo.com,www.universalinframateri.com,Construction Materials,"Cement, Marble Slabs, Steel Bars",Distributor,2011,881,92424,2175 tons,"South Asia, South America, North America",HACCP,3.8,Letter of Credit (L/C),10
SUP006209,Jakobsen Minerals Group,Reidun Bakken-Brekke,Norway,Oslo,"946 Export Zone, Oslo, Norway",+47-2854-0017,contact@jakobsenmineralsgrou.com,www.jakobsenmineralsgrou.com,Metals & Minerals,"Brass Fittings, Steel Sheets, Copper Wires, Aluminum Ingots",Sole Proprietor Exporter,1986,18,982266,1071 sets,"Middle East, Oceania, Eastern Europe, South America",BRC Certified,4.0,Telegraphic Transfer (T/T),70
SUP006210,Infra Materials Worldwide N.V.,Jonathan van Velthoven,Netherlands,The Hague,"604 Industrial Area, The Hague, Netherlands",+31-9833-67047,enquiry@inframaterialsworldw.nl,www.inframaterialsworldw.nl,Construction Materials,"Roofing Sheets, Granite Stones, Marble Slabs",Manufacturer,1986,39,5701105,4158 kg,"North America, Oceania, CIS Countries","FSSAI, OEKO-TEX, HACCP",3.2,Net 30 Days,13
SUP006211,Correia Marine Exports Lda.,Helena Jesus,Portugal,Lisbon,"156 Free Zone, Lisbon, Portugal",+351-4375-45703,sales@correiamarineexports.pt,www.correiamarineexports.pt,Seafood & Marine Products,"Fish Fillets, Crab Meat, Lobster, Fish Meal",Manufacturer,2001,32,22902783,88 kg,"South America, North Africa, CIS Countries","GMP Certified, BRC Certified",4.5,Open Account,47
SUP006212,PlayWorks Overseas Oy,Kalevi Ikonen,Finland,Tampere,"327 Export Zone, Tampere, Finland",+358-4078-58694,info@playworksoverseasoy.fi,www.playworksoverseasoy.fi,Toys & Games,"Puzzle Sets, Action Figures, Soft Toys, Educational Toys, Remote Control Cars",Wholesaler,1976,134,59357,1001 tons,"North America, Sub-Saharan Africa, Southeast Asia, North Africa",BRC Certified,3.6,Cash Against Documents (CAD),23
SUP006213,Lisbon Drinks Co S.A.,Flor Carvalho,Portugal,Lisbon,"696 Export Zone, Lisbon, Portugal",+351-3021-04263,flor819@yahoo.com,www.lisbondrinkscosa.pt,Beverages,"Bottled Water, Fruit Juices, Wine, Energy Drinks",Manufacturer,1985,432,626448,2100 kg,"CIS Countries, Middle East","HACCP, OEKO-TEX, CE Certified",4.1,"30% Advance, 70% on Delivery",77
SUP006214,Toledo Beverages S.A.,Pancho Cuadrado Alcalde,Spain,Madrid,"40 Export Zone, Madrid, Spain",+34-9823-21281,pancho481@yahoo.com,www.toledobeveragessa.com,Beverages,"Wine, Coffee Concentrates, Bottled Water, Herbal Teas",Manufacturer & Exporter,1983,8,7003506,3676 kg,"North Africa, North America, South Asia",Organic Certified,3.4,"30% Advance, 70% on Delivery",57
SUP006215,Personal Care Overseas Corporation,Phuong Thi Dang,Vietnam,Hai Phong,"316 Export Zone, Hai Phong, Vietnam",+84-5266-70490,enquiry@personalcareoverseas.vn,www.personalcareoverseas.com,Cosmetics & Personal Care,"Herbal Soaps, Essential Oils, Perfumes",Manufacturer,2023,29,55584237,1703 units,"South Asia, South America, Middle East","ISO 14001, Fair Trade Certified",3.4,Letter of Credit (L/C),82
SUP006216,Moon Packaging Co Trading Co,Becky Rice,Saudi Arabia,Riyadh,"397 Export Zone, Riyadh, Saudi Arabia",+966-1251-63505,becky@gmail.com,www.moonpackagingcotradi.com,Paper & Packaging,"Paper Bags, Notebooks, Corrugated Boxes, Printing Paper",Wholesaler,1999,207,32672,4472 tons,"Western Europe, Middle East, North America","ISO 9001, Halal Certified",3.4,Open Account,43
SUP006217,Taylor Diamonds S.A.E.,James Leblanc,Egypt,Cairo,"638 Free Zone, Cairo, Egypt",+20-80813-78820,sales@taylordiamondssae.com,www.taylordiamondssae.com,Jewelry & Gemstones,"Precious Stones, Silver Ornaments, Pearl Necklaces",Sole Proprietor Exporter,2019,2282,6695958,4001 pieces,"East Asia, Oceania, North America, South Asia","ISO 9001, BRC Certified",4.4,Open Account,48
SUP006218,Berntsen Drinks Co AS,Karen Helland,Norway,Oslo,"155 Free Zone, Oslo, Norway",+47-4142-8161,karen@yahoo.com,www.berntsendrinkscoas.com,Beverages,"Wine, Bottled Water, Fruit Juices, Coffee Concentrates, Energy Drinks",Wholesaler,2006,3090,47669,2775 tons,"East Asia, CIS Countries","Organic Certified, SEDEX, WRAP Certified",3.6,Cash Against Documents (CAD),87
SUP006219,Global Leather Works PLC,Anna Kennedy,Ethiopia,Addis Ababa,"431 Market Road, Addis Ababa, Ethiopia",+251-7282-04373,contact@globalleatherworkspl.com,www.globalleatherworkspl.et,Leather Goods,"Leather Upholstery, Leather Shoes, Leather Gloves",Sole Proprietor Exporter,1995,80,1668612,2174 units,"Southeast Asia, Western Europe, Middle East",Halal Certified,3.9,Open Account,17
